,CODE POSTAL,geom_x_y,NOM DE LA COMMUNE
14872,49800,"47.451357179,-0.473458788346",TRELAZE
14873,49310,"47.1555937908,-0.453628552634",TREMONT
14874,49680,"47.3228206835,-0.0669608639815",VIVY
14875,50680,"49.2125093524,-1.08007866426",AIREL
14876,50150,"48.7422652249,-0.962075624861",BEAUFICEL
14877,50220,"48.6330560894,-1.24595706912",LES CHERIS
14878,50590,"48.9741132204,-1.54436628419",HAUTEVILLE SUR MER
14879,50670,"48.7381417691,-1.02635116604",LINGEARD
14880,50450,"48.8654912425,-1.3045486883",LE MESNIL GARNIER
14881,50590,"48.9910212765,-1.52994382531",MONTMARTIN SUR MER
14882,50370,"48.6976542457,-1.21523678819",LE PETIT CELLAND
14883,50340,"49.4674285357,-1.77803993341",PIERREVILLE
14884,50310,"49.4869134023,-1.415719419",ST CYR
14885,50680,"49.1477280514,-0.978093745627",ST GEORGES D ELLE
14886,50190,"49.2200351465,-1.37670798974",ST GERMAIN SUR SEVES
14887,50300,"48.6668233534,-1.3367884355",ST MARTIN DES CHAMPS
14888,50530,"48.7843094283,-1.48878829897",ST PIERRE LANGERS
14889,50490,"49.1238164508,-1.40639536649",ST SAUVEUR LENDELIN
14890,50150,"48.7134467987,-0.891882166303",SOURDEVAL
14891,50640,"48.5412543067,-0.878410989848",LE TEILLEUL
14892,50630,"49.592445598,-1.39477640051",TEURTHEVILLE BOCAGE
14893,50460,"49.6672722291,-1.74465833547",URVILLE NACQUEVILLE
14894,51150,"48.9973425988,4.20731510255",AULNAY SUR MARNE
14895,51110,"49.3701419632,4.17377871921",BAZANCOURT
14896,51360,"49.1731370665,4.17941674929",BEAUMONT SUR VESLE
14897,51700,"49.0964941609,3.78995380367",BINSON ET ORQUIGNY
14898,51150,"49.0465594364,4.18039266936",CONDE SUR MARNE
14899,51350,"49.2171216768,4.05352954118",CORMONTREUIL
14900,51310,"48.6646500716,3.55311169062",LES ESSARTS LE VICOMTE
14901,51130,"48.8924489876,3.91584386017",GIVRY LES LOISY
14902,51300,"48.6750657203,4.67663431783",MATIGNICOURT GONCOURT
14903,51800,"49.0220525824,5.00182082791",PASSAVANT EN ARGONNE
14904,51130,"48.8400739001,4.02053698314",PIERRE MORAINS
14905,51260,"48.5850735929,3.64666442992",POTANGIS
14906,51700,"49.1449983194,3.66273959081",STE GEMME
14907,51490,"49.3112137886,4.24950510453",ST MASMES
14908,51290,"48.6129201202,4.6490004853",ST REMY EN BOUZEMONT ST GENEST ISSON
14909,51520,"48.9268317961,4.41488135448",SARRY
14910,51170,"49.2533040649,3.79359840137",SAVIGNY SUR ARDRES
14911,51500,"49.1921396501,4.13941524041",SILLERY
14912,51460,"48.992390138,4.61434632836",SOMME VESLE
14913,72400,"48.1549219183,0.657321436354",CHERRE
14914,72310,"47.8617807064,0.654044888377",COGNERS
14915,72130,"48.2817396551,0.0228368822752",FRESNAY SUR SARTHE
14916,72610,"48.3232043088,0.081600822719",FYE
14917,72300,"47.78323872,-0.239390755386",LOUAILLES
14918,72610,"48.4136370812,0.114907308448",ST PATERNE
14919,72600,"48.2934012161,0.420423717805",ST PIERRE DES ORMES
14920,72600,"48.321786609,0.382928882455",ST REMY DES MONTS
14921,72240,"48.1097279005,-0.0864881845663",TENNIE
14922,72300,"47.8146942645,-0.264230208564",VION
14923,73480,"45.3858269371,7.09178979521",BONNEVAL SUR ARC
14924,73700,"45.6072931842,6.71151467254",LES CHAPELLES
14925,73630,"45.6597136497,6.14819976084",LA COMPOTE
14926,73540,"45.6265663308,6.41875161664",ESSERTS BLAY
14927,73480,"45.2441911207,6.92592607947",LANSLEBOURG MONT CENIS
14928,73170,"45.6484157655,5.72648384584",LOISIEUX
14929,73390,"45.5226367593,6.23966266966",MONTENDRY
14930,73410,"45.7798123177,5.9670681717",ST GIROD
14931,73670,"45.4183046433,5.87969833573",ST PIERRE D ENTREMONT
14932,73660,"45.3879084612,6.23781210409",ST REMY DE MAURIENNE
14933,73160,"45.4944443083,5.8322579118",ST THIBAUD DE COUZ
14934,73700,"45.6478054905,6.83575624707",SEEZ
14935,73390,"45.501239323,6.17384945736",VILLARD LEGER
14936,74300,"46.0631088613,6.57892080059",CLUSES
14937,74160,"46.1362755824,6.16071125763",COLLONGES SOUS SALEVE
14938,74370,"45.9816487094,6.18789182586",LES OLLIERES
14939,74330,"45.9189291023,6.06312526002",POISY
14940,74350,"46.0883274931,6.16118965479",LE SAPPEY
14941,74150,"45.9052695634,5.94190689609",VALLIERES
14942,75002,"48.8679033789,2.34410716666",PARIS 02
14943,76640,"49.6071633233,0.63205346079",ALVIMARE
14944,76920,"49.4044285564,1.12471250441",AMFREVILLE LA MI VOIE
14945,76630,"49.9079295518,1.35035424549",BAILLY EN RIVIERE
14946,76110,"49.625546295,0.353284639397",BORNAMBUSC
14947,76850,"49.6217325927,1.18584148284",BOSC LE HARD
14948,76560,"49.7662190026,0.869259954301",BRETTEVILLE ST LAURENT
14949,76590,"49.757012277,1.15667476755",LE CATELIER
14950,76590,"49.7816615167,1.07572750232",CRIQUETOT SUR LONGUEVILLE
14951,76190,"49.5978176144,0.837058838818",CROIX MARE
14952,76160,"49.4445058359,1.15546994024",DARNETAL
14953,76970,"49.6439867808,0.808763505864",ECTOT LES BAONS
14954,76440,"49.6781243733,1.42208848927",FONTAINE EN BRAY
14955,76410,"49.3080967515,1.06803487468",FRENEUSE
14956,76660,"49.887273332,1.43491902452",FRESNOY FOLNY
14957,76510,"49.8188117486,1.21669243102",FREULLEVILLE
14958,76220,"49.4798020531,1.71814645212",GOURNAY EN BRAY
14959,76950,"49.7714742554,1.2346289662",LES GRANDES VENTES
14960,76460,"49.8388715423,0.764828836575",GUEUTTEVILLE LES GRES
14961,76940,"49.4532160211,0.801910726458",HEURTEAUVILLE
14962,76690,"49.5711050563,1.11398307831",MONT CAUVAIRE
14963,76450,"49.8443584396,0.630759269257",PALUEL
14964,76360,"49.5338000532,1.00170847725",PISSY POVILLE
14965,76460,"49.8192764912,0.752574707374",PLEINE SEVE
14966,76440,"49.6098738401,1.63085932731",POMMEREUX
14967,76260,"50.0387974172,1.45638141872",PONTS ET MARAIS
14968,76660,"49.8804684402,1.5053136067",PREUSEVILLE
14969,76230,"49.5206144276,1.17779386986",QUINCAMPOIX
14970,76690,"49.5489369036,1.22162496884",ST ANDRE SUR CAILLY
14971,76160,"49.4189460634,1.20455713453",ST AUBIN EPINAY
14972,76590,"49.7989403084,1.1394452282",STE FOY
14973,76280,"49.6388529108,0.17807226777",ST JOUIN BRUNEVAL
14974,76340,"49.8316316628,1.66866654191",ST MARTIN AU BOSC
14975,76440,"49.6092134017,1.65667640584",ST MICHEL D HALESCOURT
14976,76890,"49.6545398173,1.04295071603",VARNEVILLE BRETTEVILLE
14977,76260,"49.9413427521,1.45724552961",VILLY SUR YERES
14978,77130,"48.3640376731,2.99078667983",CANNES ECLUSE
14979,77720,"48.5306744733,2.86286787769",LA CHAPELLE GAUTHIER
14980,77370,"48.6035279611,3.01423593373",CLOS FONTAINE
14981,77230,"49.0541690491,2.67926104225",DAMMARTIN EN GOELE
14982,77140,"48.277038883,2.72843016047",DARVAULT
14983,77520,"48.4778429138,3.11825735705",DONNEMARIE DONTILLY
14984,77139,"49.0618013972,2.88351463449",DOUY LA RAMEE
14985,77840,"49.0643954929,3.16141463916",GERMIGNY SOUS COULOMBS
14986,77880,"48.3071221634,2.67742341915",GREZ SUR LOING
14987,77480,"48.4144765757,3.27634735642",JAULNES
14988,77148,"48.4552750724,2.97557988604",LAVAL EN BRIE
14989,77730,"48.9758033075,3.20315053013",MERY SUR MARNE
14990,77520,"48.4912312558,3.13957041829",MONS EN MONTOIS
14991,77122,"49.0101085628,2.83291898468",MONTHYON
14992,77163,"48.7828938577,2.90546822956",MORTCERF
14993,77890,"48.2165551692,2.56864950435",OBSONVILLE
14994,77410,"48.932278559,2.76825616233",PRECY SUR MARNE
14995,77650,"48.5343555436,3.25919071204",STE COLOMBE
14996,77930,"48.4997072373,2.53411876201",ST SAUVEUR SUR ECOLE
14997,77260,"48.940158615,3.10627084315",SEPT SORTS
14998,77440,"49.0038979102,3.07986260706",TANCROU
14999,77139,"49.0760096587,2.95813750524",VINCY MANOEUVRE
15000,77950,"48.5701795365,2.66375881473",VOISENON
15001,78270,"49.0479974948,1.57232432462",BENNECOURT
15002,78690,"48.716019265,1.8952517006",LES ESSARTS LE ROI
15003,78840,"49.0495054013,1.61035317023",FRENEUSE
15004,78250,"49.0298577394,1.89797446964",GAILLON SUR MONTCIENT
15005,78490,"48.7565484282,1.72527322588",GAMBAISEUIL
15006,78280,"48.7730783892,2.07605207737",GUYANCOURT
15007,78310,"48.7698393561,1.92404037065",MAUREPAS
15008,79110,"46.0930299539,-0.0437628037734",ARDILLEUX
15009,79360,"46.11264704,-0.449919647334",BOISSEROLLES
15010,79320,"46.7625455282,-0.505290757688",CHANTELOUP
15011,79180,"46.3517313978,-0.380481716309",CHAURAY
15012,79110,"46.0796072709,-0.13532231207",CREZIERES
15013,79230,"46.2413057135,-0.414327333899",FORS
15014,79200,"46.7303622992,-0.249500520917",LAGEON
15015,79600,"46.7784936839,-0.263054037852",MAISONTIERS
15016,79700,"46.8794926355,-0.782455017663",ST AMAND SUR SEVRE
15017,79420,"46.5925831338,-0.12664543987",ST MARTIN DU FOUILLOUX
15018,79240,"46.5996427928,-0.556961185783",SCILLE
15019,80260,"49.9379400536,2.3677741824",ALLONVILLE
15020,80820,"50.1288264007,1.61923803705",ARREST
15021,80140,"49.9765483464,1.69314277635",BIENCOURT
15022,80200,"49.9924551007,2.92163834053",BOUCHAVESNES BERGEN
15023,80160,"49.731490735,2.05041493122",BRASSY
15024,80800,"49.9179353408,2.65156030414",CHIPILLY
15025,80560,"50.1053551298,2.58253392704",COURCELLES AU BOIS
15026,80620,"50.1135608608,2.05150566393",DOMQUEUR
15027,80400,"49.7010057712,2.94654183178",ERCHEU
15028,80200,"49.9174280416,2.86789374494",FLAUCOURT
15029,80560,"50.0660087651,2.5554412385",FORCEVILLE
15030,80600,"50.1821528022,2.38075340423",GROUCHES LUCHUEL
15031,80200,"49.8310377933,2.86663557413",MARCHELEPOT
15032,80320,"49.8474292433,2.89005064119",MISERY
15033,80260,"49.9964398506,2.29571982025",MONTONVILLERS
15034,80132,"50.1550933696,1.75978321125",PORT LE GRAND
15035,80320,"49.7985997046,2.82666272798",PUZEAUX
15036,80600,"50.0756706246,2.43909935825",RAINCHEVAL
15037,80600,"50.2057113096,2.24244191691",REMAISNIL
15038,80970,"50.1796300653,1.7706771654",SAILLY FLIBEAUCOURT
15039,80250,"49.7078498657,2.40164840104",SOURDON
15040,80210,"50.0793776169,1.62717052139",VALINES
15041,80200,"49.8705708799,2.89376668433",VILLERS CARBONNEL
15042,80170,"49.7798160362,2.69111887108",WARVILLERS
15043,81190,"44.0770712635,2.28567831942",MOULARES
15044,81440,"43.6838355288,2.07099624199",PUYCALVEL
15045,81700,"43.5824524921,2.01685800368",PUYLAURENS
15046,81210,"43.6726544083,2.27758521528",ROQUECOURBE
15047,81190,"44.1526839554,2.0435980246",ST CHRISTOPHE
15048,81240,"43.4536167726,2.55991346733",SAUVETERRE
15049,81600,"43.8433118928,1.93529190709",TECOU
15050,81120,"43.8488063014,2.3011276294",TERRE CLAPIER
15051,81190,"44.1078808594,2.1204609055",TREVIEN
15052,81220,"43.677590198,1.91623680192",VITERBE
15053,81150,"43.9703149708,2.07210937838",STE CROIX
15054,82350,"44.0815971851,1.44856431622",ALBIAS
15055,82200,"44.1127415173,1.18684429621",LIZAC
15056,82190,"44.2285744993,1.05102472854",MIRAMONT DE QUERCY
15057,82270,"44.2279188448,1.41564723711",MONTFERMIER
15058,82240,"44.2515860138,1.63529811514",PUYLAROQUE
15059,82150,"44.3164931425,0.946500411768",ROQUECOR
15060,82150,"44.3114103481,0.893358658989",ST AMANS DU PECH
15061,82700,"44.0077030324,1.18227115286",ST PORQUIER
15062,82800,"44.031662491,1.57065929853",VAISSAC
15063,83320,"43.0971940145,6.0717379342",CARQUEIRANNE
15064,83570,"43.5119622438,6.23475108853",ENTRECASTEAUX
15065,83340,"43.458933028,6.28265623456",LE THORONET
15066,83200,"43.1361589728,5.93239634249",TOULON
15067,84420,"44.1774697051,4.76585289056",PIOLENC
15068,84220,"43.9012816878,5.29201885718",ROUSSILLON
15069,84750,"43.8551072159,5.51919312356",ST MARTIN DE CASTILLON
15070,84760,"43.7640135964,5.53975821596",ST MARTIN DE LA BRASQUE
15071,84800,"43.9380357519,5.11208499768",SAUMANE DE VAUCLUSE
15072,84570,"44.0660605145,5.25707803023",VILLES SUR AUZON
15073,85490,"46.368873213,-0.613959918706",BENET
15074,85120,"46.6416143401,-0.739561966419",LA CHATAIGNERAIE
15075,85180,"46.4925968813,-1.72127222048",CHATEAU D OLONNE
15076,85610,"47.0602388146,-1.25289811103",CUGAND
15077,85140,"46.7806739038,-1.22925967851",LES ESSARTS
15078,85370,"46.4658962703,-1.03958611312",NALLIERS
15079,85210,"46.5572659953,-1.07210861039",STE HERMINE
15080,85270,"46.7432732188,-1.96439228965",ST HILAIRE DE RIEZ
15081,85210,"46.5970244335,-0.976384286709",ST MARTIN LARS EN STE HERMINE
15082,85460,"46.3199919131,-1.31487049579",LA FAUTE SUR MER
15083,86440,"46.6320253577,0.304897711078",MIGNE AUXANCES
15084,86420,"46.9128254124,0.193721339579",MONTS SUR GUESNES
15085,86200,"46.9862436522,0.0369324238359",MOUTERRE SILLY
15086,86210,"46.7194600079,0.541343502237",VOUNEUIL SUR VIENNE
15087,87120,"45.7719200606,1.70058013967",AUGNE
15088,87340,"45.977873784,1.53625205794",LES BILLANGES
15089,87520,"45.9859461693,1.02906583716",CIEUX
15090,87140,"45.9974067585,1.28161840012",COMPREIGNAC
15091,87330,"46.0620120225,0.915164140935",NOUIC
15092,87150,"45.74094203,0.879569821515",ORADOUR SUR VAYRES
15093,87720,"45.8704899446,0.834066842263",SAILLAT SUR VIENNE
15094,87130,"45.6290760183,1.66694771198",ST GILLES LES FORETS
15095,87460,"45.8226789716,1.70562230623",ST JULIEN LE PETIT
15096,87420,"45.8624690425,1.04112218143",STE MARIE DE VAUX
15097,88300,"48.2538106689,5.74644583545",BEAUFREMONT
15098,88500,"48.3416039082,6.16622647862",BETTONCOURT
15099,88120,"48.0561974173,6.6745100442",CLEURIE
15100,88430,"48.1672306852,6.88469743225",CORCIEUX
15101,88170,"48.283062153,5.81082852024",DARNEY AUX CHENES
15102,88260,"48.1537141172,6.08556703588",DOMMARTIN LES VALLOIS
15103,88240,"48.033984929,6.16990695895",GRUEY LES SURANCE
15104,88270,"48.1866029628,6.15336139475",LEGEVILLE ET BONFAYS
15105,88270,"48.2260937024,6.24298966238",MADONNE ET LAMEREY
15106,88140,"48.2246104086,5.76671107877",MALAINCOURT
15107,88240,"47.980174233,6.17363350663",MONTMOTIER
15108,88100,"48.2794735198,7.01113193322",PAIR ET GRANDRUPT
15109,88500,"48.3043260772,6.02285815223",ROUVRES EN XAINTOIS
15110,88140,"48.1919857407,5.81576543656",SAULXURES LES BULGNEVILLE
15111,88270,"48.2439694822,6.13809039258",VALLEROY AUX SAULES
15112,88000,"48.2298063128,6.53994247926",VAUDEVILLE
15113,88140,"48.2205661672,5.80563694701",VAUDONCOURT
15114,88320,"48.1042926923,5.7690094936",VILLOTTE
15115,88460,"48.1237337157,6.64357894957",XAMONTARUPT
15116,88130,"48.3720629452,6.18667551387",XARONVAL
15117,89560,"47.6074365854,3.55751684148",FOURONNES
15118,89120,"47.8599251377,3.16974513874",PERREUX
15119,89740,"47.9410004718,4.16662692839",QUINCEROT
15120,89220,"47.6895502074,3.0016873765",ST PRIVE
15121,89420,"47.4807022931,4.10703113936",SAUVIGNY LE BEUREAL
15122,89230,"47.8979028984,3.69249058859",VENOUSE
15123,89270,"47.6729908911,3.7577164851",VERMENTON
15124,89150,"48.0940567499,3.12610301658",VERNOY
15125,89120,"47.9516247828,3.14581649166",VILLEFRANCHE
15126,89700,"47.8059930935,3.92242744061",VIVIERS
15127,90300,"47.7049696546,6.79856033468",LACHAPELLE SOUS CHAUX
15128,90150,"47.6840587684,6.97706962401",LAGRANGE
15129,91470,"48.6753515056,2.04828313772",BOULLAY LES TROUX
15130,91160,"48.7083599746,2.27815398132",CHAMPLAN
15131,91000,"48.6294831659,2.44008244492",EVRY
15132,91690,"48.368305642,2.07601234971",GUILLERVAL
15133,91460,"48.6463321888,2.20621393661",MARCOUSSIS
15134,91230,"48.6951531801,2.46249881778",MONTGERON
15135,91340,"48.6063091787,2.21888103138",OLLAINVILLE
15136,92230,"48.9345190548,2.29384987973",GENNEVILLIERS
15137,92800,"48.8837094969,2.23834178314",PUTEAUX
15138,92410,"48.8215895592,2.17761311514",VILLE D AVRAY
15139,94110,"48.8058803597,2.33351024984",ARCUEIL
15140,94490,"48.7854562744,2.53924214317",ORMESSON SUR MARNE
15141,94460,"48.752872402,2.46129479573",VALENTON
15142,94400,"48.7882828307,2.39412680533",VITRY SUR SEINE
15143,95400,"48.9858270233,2.41714370822",ARNOUVILLE
15144,95750,"49.149355833,1.87860817105",LE BELLAY EN VEXIN
15145,95720,"49.0223417404,2.42997422795",BOUQUEVAL
15146,95640,"49.1752644516,2.03713061027",HARAVILLIERS
15147,95420,"49.1595393224,1.85643409298",NUCOURT
15148,95720,"49.0357861801,2.41591923278",LE PLESSIS GASSOT
15149,95380,"49.060842982,2.5345109745",VILLERON
15150,95510,"49.0858999284,1.73039629888",VILLERS EN ARTHIES
15176,20237,"42.4279847152,9.34339471958",QUERCITELLO
15177,20212,"42.2767589636,9.28470824076",SANT ANDREA DI BOZIO
15178,20232,"42.5997369417,9.33661797877",VALLECALLE
15179,20272,"42.264826425,9.34126627348",ZUANI
15180,30770,"43.9742117823,3.44750179641",ALZON
15181,30700,"44.0555735383,4.2751122058",BARON
15182,30260,"43.863135128,3.98371432291",BROUZET LES QUISSAC
15183,30580,"44.1326190305,4.2508193223",BROUZET LES ALES
15184,30770,"43.9384282987,3.40041205655",CAMPESTRE ET LUC
15185,30260,"43.8722496037,3.9404508858",CORCONNE
15186,30350,"43.9732979744,4.16569285159",DOMESSARGUES
15187,30730,"43.8985088246,4.22564270538",GAJAN
15188,30190,"43.9879024392,4.30556472108",GARRIGUES STE EULALIE
15189,30260,"43.9030471279,4.117330808",MONTMIRAT
15190,30190,"43.9775652657,4.23531660629",MOUSSAC
15191,30430,"44.2390551255,4.28316039005",ROCHEGUDE
15192,30200,"44.1901881744,4.51851871798",LA ROQUE SUR CEZE
15193,30500,"44.2826357657,4.19801867404",ST BRES
15194,30440,"43.954635238,3.64404651872",ST BRESSON
15195,30110,"44.2612523618,3.98352862415",STE CECILE D ANDORGE
15196,30260,"43.8275634838,4.02576741682",ST CLEMENT
15197,30440,"44.0382099804,3.74399705326",ST MARTIAL
15198,30110,"44.1724100561,4.00032794354",SOUSTELLE
15199,30580,"44.1268462189,4.35725202722",VALLERARGUES
15200,31460,"43.5558012046,1.78268278702",ALBIAC
15201,31110,"42.8311657614,0.587701526157",ANTIGNAC
15202,31360,"43.1144562142,0.869747129853",BEAUCHALOT
15203,31340,"43.8958696677,1.53902789526",LE BORN
15204,31470,"43.4619758547,1.17879278743",CAMBERNARD
15205,31460,"43.5007296473,1.71348658169",CARAGOUDES
15206,31110,"42.8507243735,0.641852997269",GOUAUX DE LUCHON
15207,31600,"43.4572488277,1.23711538242",LABASTIDETTE
15208,31310,"43.2454899283,1.25132543337",MAILHOLAS
15209,31260,"43.1065481361,0.993468900589",MARSOULAS
15210,31160,"42.9729218811,0.701637765798",MONCAUP
15211,31370,"43.3616344154,1.01900079597",MONTASTRUC SAVES
15212,31220,"43.1595238311,1.15513584785",MONTBERAUD
15213,31230,"43.3042093093,0.767840933325",MONTBERNARD
15214,31130,"43.5815682751,1.54212357917",QUINT FONSEGRIVES
15215,31360,"43.1598351922,0.986755873381",ROQUEFORT SUR GARONNE
15216,31240,"43.6632000218,1.50080213607",ST JEAN
15217,31360,"43.1279328129,0.829383630531",ST MEDARD
15218,31650,"43.5590787673,1.53513710649",ST ORENS DE GAMEVILLE
15219,31170,"43.5781918597,1.33500697752",TOURNEFEUILLE
15220,31290,"43.407251234,1.6591257471",VIEILLEVIGNE
15221,32140,"43.3599961769,0.583155910425",ARROUEDE
15222,32160,"43.5864405522,0.106916356793",BEAUMARCHES
15223,32410,"43.7790627499,0.405172476722",BONAS
15224,32550,"43.5618344681,0.620002433688",BOUCAGNERES
15225,32410,"43.8015571753,0.433315812149",CASTERA VERDUZAN
15226,32410,"43.803230782,0.49733255319",CEZAN
15227,32400,"43.6540927627,-0.18506977354",CORNEILLAN
15228,32240,"43.8629702424,-0.0620305105879",LIAS D ARMAGNAC
15229,32190,"43.7786875916,0.323828466495",MARAMBAT
15230,32490,"43.6126690872,0.98080946812",MONFERRAN SAVES
15231,32350,"43.6837953357,0.477177140595",ORDAN LARROQUE
15232,32550,"43.6087293249,0.664949028866",PESSAN
15233,32430,"43.6639149759,0.985022023847",ROQUELAURE ST AUBIN
15234,32700,"44.0211935809,0.641183560701",SEMPESSERRE
15235,27260,"49.2517321161,0.384551732765",CORMEILLES
15236,27190,"49.0203824794,0.987492004365",FERRIERES HAUT CLOCHER
15237,27700,"49.1906897417,1.45636250544",HENNEZIS
15238,27400,"49.1927471606,1.23713234517",HEUDEBOUVILLE
15239,27230,"49.1770428434,0.47331713113",ST AUBIN DE SCELLON
15240,27820,"48.6988286398,0.805102409427",ST CHRISTOPHE SUR AVRE
15241,27450,"49.266311791,0.557474976869",ST ETIENNE L ALLIER
15242,27930,"49.0884520129,1.13771355337",ST GERMAIN DES ANGLES
15243,27300,"49.1126606736,0.662290539561",ST LEGER DE ROTES
15244,27190,"48.9755682262,0.831363916278",SEBECOURT
15245,27220,"48.9337049982,1.35814785401",SEREZ
15246,27310,"49.3649602642,0.877572204781",LA TRINITE DE THOUBERVILLE
15247,27680,"49.4269809388,0.6083368192",VIEUX PORT
15248,28630,"48.4066421974,1.47210057567",BARJOUVILLE
15249,28700,"48.4910310864,1.64595417772",CHAMPSERU
15250,28330,"48.1895067201,0.944303356548",CHARBONNIERES
15251,28260,"48.8886967439,1.48819034746",LA CHAUSSEE D IVRY
15252,28630,"48.3673223163,1.5147876149",CORANCEZ
15253,28630,"48.41900521,1.50280738837",LE COUDRAY
15254,28290,"48.083883008,1.13673645483",COURTALAIN
15255,28230,"48.6019197892,1.70074924736",DROUE SUR DROUETTE
15256,28250,"48.597334686,1.01588556317",LA FRAMBOISIERE
15257,28250,"48.6161655057,1.06602415569",LOUVILLIERS LES PERCHE
15258,28500,"48.7254690446,1.4421064834",MEZIERES EN DROUAIS
15259,28310,"48.2356320829,1.92414549708",OINVILLE ST LIPHARD
15260,28150,"48.3617202687,1.76951827841",OUARVILLE
15261,28200,"48.1319981863,1.36945668729",ST CHRISTOPHE
15262,28630,"48.4134954931,1.59645296484",SOURS
15263,28400,"48.2928451299,0.878132374708",TRIZAY COUTRETOT ST SERGE
15264,29690,"48.4027305051,-3.76524444228",BERRIEN
15265,29170,"47.8783078862,-4.01834628474",FOUESNANT
15266,29710,"47.995931967,-4.32763243057",LANDUDEC
15267,29160,"48.275777582,-4.44432214727",LANVEOC
15268,29410,"48.5106294625,-3.87174749946",PLEYBER CHRIST
15269,29180,"48.0728440242,-4.1591436628",PLOGONNEC
15270,29600,"48.5219190432,-3.80057587276",PLOURIN LES MORLAIX
15271,29280,"48.3774359933,-4.59923891903",PLOUZANE
15272,29300,"47.8554814745,-3.48681564705",REDENE
15273,29460,"48.3633240509,-4.11570482602",ST ELOY
15274,29260,"48.5988235193,-4.37368796467",ST FREGANT
15275,29600,"48.5757887631,-3.85616057853",ST MARTIN DES CHAMPS
15276,29550,"48.2101254198,-4.28068132169",ST NIC
15277,20167,"41.9347926638,8.70132275974",AJACCIO
15278,20160,"42.1870054914,8.75386587299",BALOGNA
15279,20170,"41.6757000728,9.16018139778",CARBINI
15280,20112,"41.6843116353,9.09251801465",MELA
15281,20125,"42.1628161972,8.89848173922",POGGIOLO
15282,20151,"42.0648114999,8.83377089939",SARI D ORCINO
15283,20147,"42.307049386,8.73249922249",SERRIERA
15284,20237,"42.420940762,9.37847639312",FICAJA
15285,20600,"42.6523411195,9.4172647007",FURIANI
15286,20218,"42.5804431828,9.16621069911",LAMA
15287,20214,"42.5033810267,8.81947177573",MONCALE
15288,20290,"42.4562488801,9.34489704974",ORTIPORIO
15289,1190,"46.4379785193,5.00693749662",CHAVANNES SUR REYSSOUZE
15290,1750,"46.283072336,4.87747971182",CROTTET
15291,1680,"45.7216666431,5.57285524796",GROSLEE
15292,1110,"45.9696520061,5.57627261783",HAUTEVILLE LOMPNES
15293,1130,"46.1342937114,5.63714517869",LES NEYROLLES
15294,1510,"45.8339690378,5.5395794296",ORDONNAZ
15295,1540,"46.2465065604,4.97464940331",PERREX
15296,1300,"45.6974755166,5.62709830112",ST BOIS
15297,1800,"45.9322494861,5.15187041178",ST ELOI
15298,1140,"46.1468059584,4.86696454244",ST ETIENNE SUR CHALARONNE
15299,1390,"45.9485803654,4.9896671017",ST MARCEL
15300,1310,"46.1846642149,5.16771354778",ST REMY
15301,1450,"46.1466977757,5.45023362942",SERRIERES SUR AIN
15302,1230,"45.922698278,5.51453923595",TENAY
15303,1600,"45.940671655,4.7714415007",TREVOUX
15304,2820,"49.4848002918,3.81870255331",AIZELLES
15305,2320,"49.5045058305,3.43129584952",ANIZY LE CHATEAU
15306,2400,"49.0039701095,3.35913214045",AZY SUR MARNE
15307,2220,"49.3070586788,3.61583126589",BAZOCHES SUR VESLES
15308,2620,"49.9577111138,3.838016082",BUIRONFOSSE
15309,2270,"49.6702675165,3.64445509533",CHALANDRY
15310,2850,"49.1121866037,3.54125960951",LE CHARMEL
15311,2880,"49.4081126802,3.32236958826",CUFFIES
15312,2160,"49.4034575347,3.70612307803",CUISSY ET GENY
15313,2250,"49.7348278249,3.70534450333",ERLON
15314,2420,"49.9705842912,3.2801536166",ESTREES
15315,2400,"49.0822681369,3.34802063568",ETREPILLY
15316,2540,"48.9209099614,3.49208185287",FONTENELLE EN BRIE
15317,2000,"49.5679724897,3.62089561902",LAON
15318,2220,"49.3234940469,3.55539520178",LIME
15319,2700,"49.6918385873,3.27543313236",MENNESSIS
15320,2400,"49.1085987235,3.29437776654",MONTHIERS
15321,2250,"49.7411090858,3.80397947574",MONTIGNY SOUS MARLE
15322,2310,"48.9426222247,3.332802902",NOGENT L ARTAUD
15323,2190,"49.4760906978,3.97215349857",PROUVAIS
15324,2360,"49.7153670931,4.17597798145",ROUVROY SUR SERRE
15325,2310,"48.9756405479,3.31260850509",SAULCHERY
15326,2220,"49.2873370949,3.55040892873",TANNIERES
15327,2880,"49.4472096599,3.36942791187",TERNY SORNY
15328,2810,"49.0828638075,3.27358839647",TORCY EN VALOIS
15329,3360,"46.7155678491,2.72085613518",AINAY LE CHATEAU
15330,3500,"46.257529442,3.27682744078",BAYET
15331,3500,"46.4160449941,3.29822520917",CHATEL DE NEUVRE
15332,3600,"46.2787466852,2.74916734673",COMMENTRY
15333,3320,"46.6740683179,2.89685534446",COULEUVRE
15334,3230,"46.6348166525,3.66797467464",GARNAT SUR ENGIEVRE
15335,3100,"46.3385883496,2.60390499777",MONTLUCON
15336,3000,"46.5712518334,3.28275338591",NEUVY
15337,3410,"46.3099309772,2.54719729208",PREMILHAT
15338,3220,"46.410638894,3.68775721106",ST LEON
15339,3350,"46.587490556,2.87994545903",THENEUILLE
15340,3160,"46.5497137895,2.94199693043",YGRANDE
15341,4330,"43.9462808705,6.37811558709",BARREME
